high,medium,low
0.0027581176,0.027408408,0.9698335
0.014102635,0.09261043,0.8932869
0.06835056,0.33321255,0.5984369
0.00488687,0.055072825,0.94004035
0.0024491756,0.013712215,0.98383856
0.027533248,0.2437312,0.7287355
0.032011665,0.14763583,0.8203525
0.6488442,0.30987835,0.041277476
0.14703938,0.48521665,0.36774397
0.0025375553,0.03108138,0.9663811
0.081044495,0.46703652,0.451919
0.06351818,0.37648457,0.55999726
0.16885476,0.3415463,0.48959893
0.17424619,0.42097792,0.40477592
0.0014586564,0.031517018,0.9670243
0.039013837,0.24095225,0.7200339
0.14654082,0.42713457,0.42632458
0.32365757,0.3690127,0.30732968
0.1072293,0.3684219,0.52434874
0.32845488,0.5387977,0.13274741
0.043558862,0.40675196,0.54968923
0.0018881768,0.035300124,0.96281177
0.0037791238,0.02653166,0.96968925
0.41031405,0.4533609,0.13632505
0.0020491998,0.047840994,0.95010984
0.037497483,0.3522707,0.6102318
0.0020914385,0.03452007,0.9633885
0.0031956935,0.029351039,0.96745324
0.07142117,0.38435748,0.54422134
0.28911835,0.5392128,0.17166883
0.13604389,0.5072826,0.3566735
0.02825682,0.2984249,0.67331827
0.17861566,0.57052493,0.2508594
0.5002093,0.38425824,0.1155325
0.143021,0.2402698,0.6167092
0.019977648,0.19698167,0.78304064
0.077389106,0.29197523,0.6306356
0.083467565,0.4007165,0.5158159
0.13248494,0.69528884,0.17222619
0.0006353648,0.010221292,0.9891433
0.032197654,0.22134417,0.7464582
0.18673337,0.39850816,0.41475847
0.2237087,0.42526832,0.351023
0.009097933,0.07460561,0.9162965
0.0003181744,0.0118863275,0.9877955
0.04801627,0.37352946,0.57845426
0.048466675,0.5038937,0.44763964
0.12725662,0.64480436,0.22793907
0.0027956702,0.022462076,0.9747422
0.015218647,0.074780345,0.91000104
0.12677817,0.511098,0.36212382
0.09334807,0.30900836,0.5976436
0.05894378,0.36467528,0.57638097
0.0025919795,0.06468107,0.932727
0.0020150114,0.03391509,0.96406984
0.1173356,0.4271578,0.45550656
0.017489169,0.1533186,0.8291923
0.000284673,0.02438562,0.9753297
0.78765,0.16272737,0.049622603
0.16872817,0.41105765,0.42021418
0.025839956,0.19835445,0.7758056
0.066109166,0.42323557,0.5106553
0.019736066,0.23985252,0.7404114
0.011018028,0.099700026,0.8892819
0.0016533264,0.015924491,0.9824222
0.025594503,0.18475966,0.7896458
0.08449758,0.33434165,0.5811608
0.14109753,0.3303199,0.5285825
0.21717347,0.550814,0.2320126
0.0033110739,0.040932693,0.9557562
0.00078270084,0.015848212,0.98336905
0.010745135,0.097715884,0.891539
0.16443163,0.43629685,0.39927158
0.03187636,0.15449339,0.8136303
0.0020401455,0.026823921,0.9711359
0.017550854,0.16471718,0.817732
0.40710914,0.46639544,0.12649539
0.033889364,0.32497424,0.6411364
0.0011304255,0.001463249,0.9974063
0.0010394821,0.016679095,0.98228145
0.017543206,0.18354659,0.7989102
0.07971278,0.6087798,0.3115074
0.0063318047,0.09545896,0.8982093
0.10876552,0.3534281,0.5378064
0.042569835,0.33442512,0.62300503
0.00026594318,0.007302844,0.99243116
0.03258093,0.25429508,0.713124
0.021336561,0.24465072,0.7340127
0.03299079,0.23478593,0.73222333
0.086302094,0.5814692,0.33222875
0.033755608,0.33675903,0.62948537
0.048917204,0.42396766,0.5271151
0.017082397,0.31569803,0.66721964
0.0057794354,0.12006505,0.8741555
0.02938094,0.34889883,0.6217202
0.03802077,0.17589554,0.7860837
0.0020320385,0.015330275,0.9826377
0.086526126,0.3738997,0.53957415
0.14226513,0.38306162,0.4746732
0.025763307,0.14160006,0.8326366
0.04840119,0.44707966,0.50451916
0.013932308,0.07810369,0.90796405
0.007043188,0.17002589,0.82293093
0.007016202,0.12797433,0.86500955
0.07471747,0.41873935,0.50654316
0.1155989,0.41531917,0.46908197
0.0056559793,0.029972462,0.96437156
0.13950126,0.34345922,0.51703954
0.0141729675,0.15270475,0.83312225
0.00085710984,0.0021153279,0.9970276
0.008724887,0.17698698,0.8142881
0.52512646,0.34937102,0.1255026
0.2602436,0.5011081,0.2386483
0.040552203,0.28660548,0.67284226
0.0044898493,0.021048129,0.9744621
0.09243478,0.29005688,0.61750835
0.017596018,0.073962845,0.9084411
0.08746141,0.38949174,0.52304685
0.008515892,0.02803631,0.9634478
0.0055900775,0.046185296,0.94822466
0.00552494,0.087924674,0.9065504
0.12723546,0.34690002,0.5258645
0.19337323,0.57133156,0.2352952
0.0046104793,0.036475964,0.9589135
0.0631899,0.4418138,0.49499634
0.17371418,0.5594832,0.26680258
0.33930144,0.5210477,0.13965085
0.067272514,0.42592362,0.5068039
0.4140228,0.46880636,0.11717087
0.18626028,0.64381605,0.16992368
0.41106012,0.52248937,0.066450514
0.029935889,0.29264706,0.6774171
0.021082802,0.06755843,0.9113588
0.029124264,0.24723272,0.723643
0.08713517,0.22040036,0.6924645
0.049088985,0.32285744,0.62805355
0.66222686,0.17675002,0.16102314
0.020639936,0.30743453,0.67192554
0.0016517378,0.014327834,0.9840205
0.08781908,0.19009496,0.72208595
0.005829954,0.061111394,0.9330587
0.013055634,0.033101913,0.9538425
0.008069733,0.07314322,0.918787
0.0067567965,0.06614227,0.92710096
0.07007492,0.29117447,0.6387506
0.17164023,0.4671693,0.36119053
0.8587539,0.08282861,0.058417447
0.01617452,0.13358632,0.8502391
0.031503648,0.2068362,0.76166016
0.002025262,0.046774834,0.9511999
0.054094106,0.41956955,0.5263363
0.019180892,0.23875283,0.74206626
0.11132371,0.16196403,0.7267122
0.013647514,0.13858755,0.84776497
0.113138266,0.6001499,0.28671175
0.117905505,0.2634311,0.6186634
0.29486457,0.49338618,0.21174924
0.015191179,0.09656012,0.8882487
0.13415384,0.6429198,0.22292641
0.021030137,0.32773408,0.65123576
0.0553883,0.21378005,0.7308316
0.03782747,0.33173946,0.6304331
0.23580216,0.57405263,0.19014525
0.0006017693,0.013088425,0.98630977
0.008335134,0.15713806,0.8345268
0.002953427,0.024629865,0.9724167
0.032907285,0.27708918,0.6900035
0.026511425,0.24337506,0.7301135
0.000911536,0.012270645,0.98681784
0.46725306,0.4007966,0.13195035
0.041828576,0.23650359,0.7216679
0.06252211,0.38727957,0.55019826
0.20870878,0.37890518,0.41238606
0.10059808,0.412082,0.48731992
0.0136298,0.19960919,0.786761
0.31905088,0.5498215,0.13112763
0.0069268323,0.028318778,0.9647544
0.23110081,0.44593045,0.32296878
0.058391847,0.4662722,0.475336
0.05628288,0.44464186,0.4990752
0.008362091,0.07875094,0.912887
0.14594252,0.29027885,0.56377864
0.0039394256,0.047391128,0.9486695
0.19003429,0.40876877,0.401197
0.010178369,0.19660531,0.7932163
0.34862417,0.4862145,0.1651614
0.4584755,0.46804047,0.07348406
0.14289911,0.3244694,0.5326315
0.04408251,0.32820404,0.6277135
0.06283534,0.27032003,0.6668446
0.012585997,0.18494385,0.80247015
0.0040511363,0.07333881,0.9226101
0.0017776992,0.014082226,0.98414004
0.14319846,0.5689034,0.28789818
0.0086370325,0.075768866,0.9155941
0.08029437,0.48278403,0.4369216
0.002137137,0.026850812,0.97101206
0.0019620955,0.03187914,0.9661588
0.23523892,0.6605502,0.10421091
0.30736345,0.5191458,0.17349072
0.0041914494,0.14879982,0.8470087
0.090928465,0.5074768,0.40159476
0.020605352,0.2783255,0.7010692
0.0104651395,0.30130887,0.68822604
0.054214787,0.34656405,0.59922117
0.0036920272,0.04180178,0.9545062
0.008105807,0.1112876,0.8806066
0.32003036,0.5745392,0.10543042
0.05850544,0.42489097,0.5166036
0.011554111,0.0715765,0.9168694
0.05740532,0.4075366,0.535058
0.18694845,0.48182744,0.33122405
0.19352455,0.70268345,0.103792004
0.03379054,0.35379165,0.6124178
0.042087667,0.26532328,0.69258904
0.040414292,0.16929908,0.7902866
0.103468,0.46620685,0.43032512
0.04670759,0.20129032,0.75200206
0.04929579,0.18545765,0.7652465
0.012521616,0.116237015,0.87124133
0.054938003,0.69422567,0.25083634
0.04769406,0.35066658,0.60163933
0.0045726355,0.040344607,0.9550827
0.01876624,0.3777935,0.6034402
0.0001983268,0.017617486,0.9821842
0.16719331,0.5867172,0.24608952
0.012133546,0.0471714,0.9406951
0.51181805,0.44606397,0.042117953
0.026396507,0.28281292,0.6907906
0.17721678,0.56437194,0.25841126
0.06475797,0.26830947,0.6669326
0.12606731,0.14523007,0.7287026
0.0026847655,0.015928896,0.98138636
0.0037978261,0.08616174,0.91004044
0.013981372,0.10151593,0.8845027
0.06695715,0.37918037,0.5538625
0.0017129261,0.023063859,0.97522324
0.0006813627,0.020415654,0.97890294
0.012700574,0.18421139,0.80308807
0.029651688,0.20968711,0.7606612
0.043398637,0.40511313,0.5514882
0.04468245,0.3099054,0.6454122
0.024712697,0.22143011,0.7538572
0.038698897,0.3036501,0.657651
0.91861415,0.07172294,0.009662917
0.014045059,0.15231341,0.8336415
0.081420615,0.49423918,0.42434022
0.21244253,0.536066,0.25149143
0.46241787,0.35781255,0.17976962
0.0034396644,0.030915145,0.9656452
0.06016754,0.40337673,0.5364557
0.062494468,0.23576869,0.7017368
0.12771404,0.47226235,0.40002364
0.0017730206,0.024746366,0.9734806
0.021140197,0.07352995,0.9053298
0.015069935,0.12079742,0.86413264
0.08192162,0.5314537,0.38662463
0.0013171089,0.021837318,0.9768456
0.013890947,0.17640875,0.80970025
0.152413,0.4771152,0.37047178
0.02369239,0.18850276,0.78780484
0.02884229,0.21589924,0.75525844
0.012360622,0.17725614,0.81038326
0.0005559226,0.028419841,0.97102416
0.13214824,0.45122686,0.41662487
0.0040100003,0.062344976,0.933645
0.17257199,0.61605674,0.21137129
0.030634847,0.20174079,0.7676243
0.056453276,0.23551796,0.7080288
0.17170535,0.38324225,0.44505233
0.0014604244,0.027659448,0.9708801
0.16856053,0.5529268,0.2785127
0.0683377,0.54718035,0.3844819
0.012258396,0.09947738,0.8882642
0.039427027,0.35965514,0.6009178
0.02185262,0.13556822,0.8425792
0.010209517,0.041997254,0.94779325
0.32143018,0.5262823,0.15228756
0.0052052187,0.032100074,0.9626947
0.24190088,0.56883436,0.18926479
0.0010830436,0.026856076,0.97206086
0.2797374,0.5149222,0.20534034
0.26162863,0.47401205,0.26435938
0.008351172,0.10825493,0.88339394
0.20116946,0.29283318,0.50599736
0.27421156,0.36747992,0.35830855
0.006950378,0.047519177,0.9455304
0.00018446424,0.007035375,0.99278015
0.14189938,0.3851544,0.47294626
0.103146024,0.3242667,0.57258725
0.09893451,0.45367643,0.4473891
0.17045486,0.470193,0.35935214
0.0152042555,0.03678039,0.9480154
0.14452758,0.5210108,0.33446154
0.21643856,0.52629995,0.25726146
0.124812745,0.42467496,0.45051232
0.029041603,0.3383693,0.63258904
0.08334869,0.43363172,0.48301965
0.28367895,0.42006806,0.296253
0.02304391,0.18554673,0.7914094
0.06105103,0.42992648,0.5090225
0.0049621714,0.039951988,0.9550859
0.00498164,0.033765048,0.96125335
0.20389697,0.5637373,0.23236573
0.00022449896,0.006290263,0.9934853
0.0482715,0.5120654,0.43966308
0.09912301,0.468863,0.43201405
0.12547852,0.6431056,0.23141584
0.057656653,0.55920947,0.38313392
0.078531004,0.37373972,0.5477293
0.013215856,0.07619752,0.9105866
0.42582205,0.4494506,0.12472734
0.011331436,0.15260671,0.83606184
0.009619895,0.116416425,0.87396365
0.036226287,0.25387105,0.70990264
0.2288486,0.4765565,0.2945949
0.03633346,0.37641105,0.5872555
0.12423254,0.36720723,0.5085602
0.03460155,0.23963831,0.72576016
0.022672014,0.20930576,0.76802224
0.075757824,0.3397669,0.5844753
0.15446466,0.5388329,0.3067024
0.000497897,0.013531889,0.9859702
0.2995177,0.48301888,0.21746346
0.011061821,0.176407,0.81253123
0.017818438,0.20043178,0.78174984
0.09849878,0.48422956,0.41727167
0.3396066,0.54484844,0.11554488
0.00066033297,0.010517696,0.988822
0.055581022,0.27109915,0.6733198
0.055517625,0.40913957,0.53534275
0.0070437887,0.11758354,0.8753727
0.0126915835,0.109366,0.8779424
0.0046510706,0.05061394,0.944735
0.008746743,0.17165372,0.81959957
0.16359271,0.58630836,0.25009897
0.52298,0.17649412,0.3005259
0.03974641,0.43353364,0.5267199
0.056632005,0.29880375,0.6445642
0.020850964,0.25206184,0.7270872
0.0009983656,0.01013781,0.9888638
0.057300743,0.33881587,0.6038834
0.051537525,0.29701647,0.651446
0.0032054705,0.03605255,0.960742
0.21844311,0.60367256,0.17788431
0.012799449,0.34963116,0.6375694
0.05318397,0.30818036,0.6386357
0.004113099,0.14299461,0.8528922
0.19991826,0.54142857,0.25865316
0.014923497,0.10957255,0.87550396
0.30667716,0.5455367,0.14778611
0.33839592,0.5245968,0.13700724
0.08257009,0.3593167,0.5581132
0.05834095,0.571872,0.36978707
0.0023574345,0.027631577,0.97001094
0.039427403,0.34148106,0.6190915
0.035630874,0.3345591,0.62981004
0.10170072,0.49482074,0.4034785
0.46313512,0.4278146,0.10905029
0.1508649,0.44734797,0.4017872
0.06787212,0.32267064,0.60945725
0.017319636,0.074838385,0.907842
0.01165697,0.08346334,0.9048796
0.07234189,0.5922981,0.33536002
0.025867341,0.122830555,0.8513021
0.101148576,0.46516222,0.43368915
0.29221952,0.43515906,0.27262145
0.002740206,0.02391811,0.9733417
0.10874498,0.39467138,0.4965836
0.23776436,0.3064608,0.45577478
0.78401834,0.14641088,0.06957078
0.004505989,0.053206384,0.9422876
0.0019282117,0.018513514,0.9795583
0.005382982,0.19816878,0.7964482
0.029380906,0.37571457,0.5949045
0.09631757,0.2832066,0.6204758
0.008914249,0.08950728,0.9015785
0.02508483,0.14942946,0.8254857
0.1356215,0.37373698,0.49064153
0.16947459,0.49888876,0.33163667
0.21285686,0.44985923,0.33728394
0.68823785,0.16685912,0.14490305
0.014862849,0.17081061,0.8143265
0.028751153,0.32725537,0.64399344
0.037354793,0.10780257,0.85484266
0.005453297,0.07879914,0.9157476
0.011161578,0.108338565,0.8804999
0.008248404,0.16169748,0.8300541
0.031804673,0.19612233,0.7720729
0.05038746,0.22558695,0.72402555
0.09717283,0.35857466,0.5442525
0.008541611,0.12983654,0.86162186
0.010932034,0.02716769,0.96190023
0.20679407,0.4624577,0.3307482
0.23393756,0.021129971,0.7449325
0.021358637,0.101681106,0.8769603
0.0038754835,0.09335085,0.9027737
0.022575937,0.31395152,0.66347253
0.362706,0.51292735,0.12436662
0.080527365,0.39530748,0.52416515
0.04933656,0.19227004,0.75839335
0.0051994966,0.03935729,0.9554432
0.004183237,0.051540002,0.94427675
0.033534482,0.28784263,0.6786229
0.14676279,0.38071445,0.47252277
0.013375825,0.12572664,0.86089754
0.12971862,0.543712,0.32656935
0.001957835,0.018368114,0.97967404
0.008431987,0.2058703,0.78569764
0.04087083,0.3801637,0.5789655
0.2000258,0.4150234,0.3849508
0.048202112,0.27418298,0.6776149
0.43200976,0.3836256,0.18436472
0.0059132995,0.08848554,0.90560114
0.049230944,0.33474424,0.6160248
0.22054249,0.49826542,0.28119206
0.00054592564,0.011555444,0.98789865
0.16272901,0.42612013,0.4111508
0.14505698,0.5658321,0.28911096
0.08093224,0.20089096,0.7181768
0.06777202,0.45615834,0.4760696
0.033527263,0.5931215,0.37335122
0.011743098,0.14068064,0.84757626
0.025080247,0.23989674,0.735023
0.019631267,0.23459649,0.74577224
0.020560572,0.3240694,0.65537
0.0128519405,0.093607955,0.8935401
0.056996115,0.33085823,0.61214566
0.008071569,0.07401589,0.91791254
0.11953273,0.46677092,0.41369635
0.024214718,0.37589884,0.5998865
0.0015505091,0.040245917,0.9582036
0.1611878,0.5087712,0.33004096
0.0043740813,0.030542767,0.9650832
0.02996172,0.331733,0.6383053
0.22582005,0.622705,0.15147498
0.057474397,0.40285915,0.5396664
0.11025544,0.3568561,0.5328884
0.04883774,0.4049782,0.5461841
0.05337498,0.31675878,0.62986624
0.23132212,0.46611577,0.30256215
0.02638019,0.27612874,0.69749105
0.11915946,0.38987458,0.49096596
0.09728197,0.18313979,0.71957827
0.022750322,0.123248674,0.85400105
0.17238264,0.5089117,0.3187056
0.038279753,0.21607608,0.74564415
0.08555025,0.37677014,0.5376797
0.07642151,0.2437824,0.67979604
0.13838053,0.4151396,0.44647995
0.02678843,0.16321188,0.8099997
0.00075478794,0.011587319,0.9876579
0.0073403637,0.03353097,0.9591286
0.029869257,0.26505557,0.7050752
0.053894427,0.2591217,0.6869839
0.044622574,0.30181506,0.6535624
0.01361469,0.098029815,0.88835555
0.06777924,0.4972502,0.4349706
0.0076039634,0.1318381,0.860558
0.005384231,0.042690873,0.9519249
0.009683709,0.07162737,0.9186889
0.38070253,0.40949234,0.20980515
0.08575736,0.36751246,0.54673016
0.0034800249,0.39325055,0.6032694
0.12829466,0.49121445,0.38049087
0.09759609,0.5253682,0.37703568
0.030543825,0.39902493,0.57043123
0.26790535,0.50128996,0.23080473
0.026483182,0.09485139,0.8786654
0.012767538,0.056332726,0.9308997
0.042503707,0.27606872,0.68142754
0.09671102,0.2389824,0.6643066
0.11548481,0.44463685,0.4398783
0.10995663,0.2125037,0.6775397
0.029141046,0.13284485,0.83801407
0.2372173,0.5039879,0.25879472
0.050818007,0.4437595,0.5054225
0.33899817,0.43304843,0.22795337
0.016031774,0.13218513,0.8517831
0.13557103,0.68208283,0.18234618
0.015082614,0.22351854,0.76139885
0.012595151,0.095929995,0.89147484
0.004582496,0.05173487,0.9436826
0.344145,0.33281428,0.32304075
0.0010127143,0.018237423,0.9807499
0.14907387,0.49676082,0.35416532
0.00023584433,0.014315068,0.98544914
0.00076137175,0.014671158,0.9845674
0.07009216,0.5214017,0.40850613
0.012832239,0.17456284,0.81260496
0.02085484,0.0689318,0.91021335
0.13128549,0.32642096,0.54229355
0.119087406,0.41040066,0.47051194
0.005330809,0.045785043,0.9488841
0.026294848,0.32888258,0.64482254
0.00389084,0.064287245,0.9318219
0.10628192,0.6487475,0.24497056
0.04306855,0.3346847,0.62224674
0.024543058,0.1576483,0.8178087
0.18931018,0.41363162,0.39705825
0.029987283,0.29964885,0.6703639
0.03230666,0.14610292,0.8215904
0.0055663604,0.0686548,0.92577887
0.10302339,0.42623526,0.47074136
0.06490663,0.5512004,0.38389298
0.022268586,0.116098166,0.86163324
0.2704318,0.33272737,0.39684084
0.02343378,0.41603804,0.56052816
0.016469773,0.09006593,0.8934643
0.030622961,0.15753362,0.8118434
0.0009009667,0.012374608,0.98672444
0.016027145,0.14587016,0.83810264
0.0058184443,0.11921764,0.87496394
0.005039579,0.105546124,0.8894143
0.049027827,0.36147174,0.5895004
0.03556505,0.21876489,0.7456701
0.10582903,0.30337834,0.59079266
0.41773874,0.4374509,0.1448104
0.0043527866,0.054170236,0.941477
0.010456125,0.048893668,0.9406503
0.042611934,0.34830835,0.6090797
0.30894464,0.5887179,0.10233744
0.30642354,0.34424365,0.34933278
0.04123953,0.22994514,0.7288153
0.06363094,0.2336671,0.702702
0.5761836,0.3191455,0.10467084
0.47014177,0.40469047,0.1251678
0.020758716,0.2996548,0.67958647
0.17072189,0.49278024,0.33649793
0.010892276,0.08279336,0.9063143
0.0005528066,0.010149645,0.9892975
0.08037769,0.22710317,0.6925192
0.010890291,0.165056,0.8240537
0.018336058,0.2067894,0.7748745
0.14932631,0.5028937,0.34778002
0.009599574,0.06828926,0.9221112
0.005742211,0.17504208,0.81921566
0.07255898,0.4439508,0.48349026
0.010148548,0.0896296,0.9002218
0.0033446718,0.080369845,0.91628546
0.029680591,0.22881077,0.74150866
0.012764543,0.124425724,0.8628097
0.03726757,0.09001776,0.8727147
0.11920094,0.35099044,0.5298086
0.033694092,0.27393094,0.69237494
0.017681926,0.17213567,0.8101824
0.20628752,0.44518346,0.34852907
0.05381717,0.39209154,0.5540913
0.027795184,0.22382636,0.7483784
0.016933547,0.15564162,0.8274249
0.09182222,0.24301949,0.6651583
0.0287945,0.19596885,0.77523667
0.035999633,0.2944417,0.66955864
0.013067445,0.062949546,0.92398304
0.0062059793,0.046665408,0.9471286
0.0011510903,0.032737385,0.9661115
0.0024887044,0.037668206,0.95984304
0.11824416,0.51390666,0.36784914
0.16764861,0.5276592,0.30469224
0.69156975,0.22084364,0.08758661
0.28355753,0.43443823,0.28200424
0.027739434,0.06430811,0.9079524
0.025755305,0.27443722,0.69980747
0.03303955,0.17660803,0.79035234
0.0039882096,0.12729767,0.86871415
0.005941946,0.03948238,0.9545757
0.14080362,0.46271726,0.39647916
0.00865118,0.06497147,0.92637736
0.08858814,0.53085214,0.3805597
0.37076858,0.38203022,0.24720122
0.022050966,0.18878324,0.7891658
0.4373934,0.446962,0.11564461
0.1807683,0.45687106,0.3623606
0.09242541,0.5035178,0.4040568
0.0312474,0.16375737,0.80499524
0.3186645,0.52987915,0.15145634
0.016769443,0.14096035,0.84227026
0.16221052,0.31928167,0.51850784
0.06445997,0.32704276,0.60849726
0.05519018,0.31864825,0.6261616
0.012554988,0.1203267,0.8671183
0.064735584,0.42996904,0.50529534
0.07955317,0.48541534,0.43503144
0.00095439533,0.028003702,0.9710419
0.0012620088,0.017953284,0.98078465
0.015879342,0.21188766,0.772233
0.014798758,0.08983068,0.8953706
0.033963326,0.2224734,0.7435633
0.026882524,0.5019035,0.471214
0.00030609686,0.011908642,0.9877852
0.19378586,0.49894068,0.30727345
0.26270315,0.42089152,0.31640536
0.030962752,0.16859657,0.80044067
0.19062686,0.48569998,0.32367316
0.81669056,0.08426957,0.09903988
0.06986683,0.3783419,0.55179125
0.26732433,0.38987243,0.34280324
0.04304861,0.28340402,0.6735473
0.0009850649,0.017106432,0.98190844
0.0016757936,0.060533073,0.9377911
0.043377202,0.27638045,0.68024236
0.002622072,0.059524216,0.9378537
0.14782774,0.45781344,0.3943588
0.003036185,0.027892392,0.96907145
0.0039992183,0.047015756,0.948985
0.0016275609,0.020910587,0.9774619
0.007959236,0.17506953,0.8169713
0.007458002,0.08579604,0.906746
0.094321616,0.42773715,0.47794124
0.00066901755,0.005577242,0.99375373
0.16911347,0.23657496,0.5943116
0.14432229,0.36975622,0.48592147
0.2870432,0.47289065,0.24006616
0.099973604,0.3540168,0.54600954
0.08328033,0.3723587,0.54436094
0.088130325,0.42722964,0.4846401
0.11675842,0.4995476,0.38369393
0.082068905,0.24902466,0.6689064
0.06551759,0.35333416,0.58114827
0.018277783,0.052194946,0.9295273
0.055133525,0.4785365,0.46632993
0.46205962,0.33794057,0.1999998
0.0064113787,0.04939212,0.9441965
0.14493836,0.3559379,0.4991238
0.007814721,0.059985463,0.93219984
0.010673222,0.060076155,0.9292506
0.0096889315,0.024484765,0.9658263
0.0012323572,0.03608577,0.9626819
0.20700152,0.43968478,0.3533137
0.03428128,0.3003337,0.665385
0.0012330002,0.0071664583,0.9916005
0.049265783,0.46667618,0.48405805
0.014306362,0.078947656,0.906746
0.0009476707,0.12638955,0.8726628
0.0024872117,0.06812063,0.92939216
0.007982335,0.12426697,0.86775064
0.01463022,0.123478234,0.86189157
0.009134594,0.24100739,0.74985796
0.0015948892,0.047582764,0.9508223
0.06329864,0.39366078,0.5430406
0.0017152213,0.023319969,0.9749648
0.06425136,0.36001876,0.57572985
0.010244593,0.11737446,0.8723809
0.023862842,0.21677166,0.7593655
0.0018283058,0.0162486,0.98192304
0.039364636,0.35213214,0.6085032
0.023301104,0.16795802,0.80874085
0.17496628,0.3712275,0.45380628
0.023683092,0.21617845,0.7601385
0.0027144728,0.03021169,0.9670738
0.2857358,0.354128,0.36013627
0.057952613,0.24659926,0.6954481
0.020630265,0.25879374,0.720576
0.0024995743,0.057262257,0.9402381
0.023484273,0.30234784,0.6741679
0.39880005,0.32664555,0.2745544
0.000823184,0.0041873865,0.99498945
0.1012889,0.46684563,0.43186548
0.052956674,0.3253783,0.621665
0.018097747,0.20439081,0.7775115
0.0014015487,0.031361006,0.9672375
0.24473424,0.5441203,0.21114543
0.12608592,0.4335897,0.4403243
0.017453121,0.16326444,0.8192824
0.028805096,0.2492407,0.72195417
0.002606479,0.07074742,0.92664605
0.039180394,0.09023045,0.87058914
0.17194597,0.3446275,0.48342654
0.0056562116,0.043363813,0.95098
0.026492087,0.14808609,0.82542187
0.08515882,0.30598947,0.6088517
0.009608161,0.08843314,0.90195864
0.23254342,0.5376806,0.22977594
0.19943681,0.4578062,0.34275702
0.026848495,0.23844974,0.73470175
0.15147892,0.4987035,0.34981754
0.02976367,0.20603018,0.7642061
0.006957817,0.07785495,0.91518724
0.01236744,0.060185432,0.92744714
0.10212676,0.34369767,0.5541756
0.0359249,0.27374634,0.6903288
0.04602513,0.39163297,0.5623419
0.060525198,0.37988302,0.55959177
0.17290767,0.58832717,0.23876512
0.06744732,0.30891475,0.6236379
0.008371347,0.055788413,0.93584025
0.05420582,0.47125855,0.47453567
0.0028944183,0.041332852,0.95577276
0.18913086,0.54727304,0.26359606
0.31970593,0.4471437,0.23315033
0.073502295,0.3869488,0.53954893
0.00061147625,0.023948627,0.97543997
0.09880741,0.42491138,0.47628117
0.12957785,0.3902386,0.48018357
0.090123415,0.41819826,0.49167836
0.01606883,0.12515602,0.8587751
0.10518898,0.57194626,0.3228647
0.0042872494,0.031879753,0.96383303
0.016523037,0.12930673,0.85417026
0.004178421,0.14187609,0.8539455
0.050978363,0.25542548,0.6935962
